REGION,YEAR,Month,Rainfall,Temperature,Month_Num,Time,Rainfall_lag_1,Rainfall_lag_2,Rainfall_lag_3,Rainfall_lag_12,Temperature_lag_1,Temperature_lag_2,Temperature_lag_3,Temperature_lag_12
East,1994,JAN,0.0060714285714285,25.12190476190477,1,48,0.0646428571428571,0.0385714285714285,0.2371428571428571,0.0114285714285714,25.107738095238098,27.392619047619046,30.14821428571428,22.688214285714285
East,1994,FEB,0.0078571428571428,23.87309523809524,2,49,0.0060714285714285,0.0646428571428571,0.0385714285714285,0.0028571428571428,25.12190476190477,25.107738095238098,27.392619047619046,22.453333333333333
East,1994,MAR,0.0003571428571428,25.835238095238093,3,50,0.0078571428571428,0.0060714285714285,0.0646428571428571,0.0117857142857142,23.87309523809524,25.12190476190477,25.107738095238098,26.826666666666668
East,1994,APR,0.1132142857142857,30.36511904761905,4,51,0.0003571428571428,0.0078571428571428,0.0060714285714285,0.4442857142857143,25.835238095238093,23.87309523809524,25.12190476190477,29.46559523809524
East,1994,MAY,0.2064285714285714,32.98321428571429,5,52,0.1132142857142857,0.0003571428571428,0.0078571428571428,0.5589285714285714,30.36511904761905,25.835238095238093,23.87309523809524,31.410119047619045
East,1994,JUN,0.2407142857142857,33.792857142857144,6,53,0.2064285714285714,0.1132142857142857,0.0003571428571428,0.3489285714285714,32.98321428571429,30.36511904761905,25.835238095238093,33.30166666666667
East,1994,JUL,1.2028571428571428,31.457023809523808,7,54,0.2407142857142857,0.2064285714285714,0.1132142857142857,1.954642857142857,33.792857142857144,32.98321428571429,30.36511904761905,31.702738095238097
East,1994,AUG,0.7210714285714286,31.54309523809524,8,55,1.2028571428571428,0.2407142857142857,0.2064285714285714,1.6985714285714286,31.457023809523808,33.792857142857144,32.98321428571429,31.14190476190476
East,1994,SEP,0.3742857142857143,31.69297619047619,9,56,0.7210714285714286,1.2028571428571428,0.2407142857142857,0.7785714285714286,31.54309523809524,31.457023809523808,33.792857142857144,30.87142857142857
East,1994,OCT,0.3053571428571429,30.31642857142857,10,57,0.3742857142857143,0.7210714285714286,1.2028571428571428,0.2371428571428571,31.69297619047619,31.54309523809524,31.457023809523808,30.14821428571428
East,1994,NOV,0.0289285714285714,27.08428571428572,11,58,0.3053571428571429,0.3742857142857143,0.7210714285714286,0.0385714285714285,30.31642857142857,31.69297619047619,31.54309523809524,27.392619047619046
East,1994,DEC,0.0,23.48345238095238,12,59,0.0289285714285714,0.3053571428571429,0.3742857142857143,0.0646428571428571,27.08428571428572,30.31642857142857,31.69297619047619,25.107738095238098
East,1995,JAN,0.1428571428571428,23.991785714285715,1,60,0.0,0.0289285714285714,0.3053571428571429,0.0060714285714285,23.48345238095238,27.08428571428572,30.31642857142857,25.12190476190477
East,1995,FEB,0.0428571428571428,23.390238095238097,2,61,0.1428571428571428,0.0,0.0289285714285714,0.0078571428571428,23.991785714285715,23.48345238095238,27.08428571428572,23.87309523809524
East,1995,MAR,0.0032142857142857,26.44678571428572,3,62,0.0428571428571428,0.1428571428571428,0.0,0.0003571428571428,23.390238095238097,23.991785714285715,23.48345238095238,25.835238095238093
East,1995,APR,0.2660714285714285,28.976666666666667,4,63,0.0032142857142857,0.0428571428571428,0.1428571428571428,0.1132142857142857,26.44678571428572,23.390238095238097,23.991785714285715,30.36511904761905
East,1995,MAY,0.2692857142857143,31.96797619047619,5,64,0.2660714285714285,0.0032142857142857,0.0428571428571428,0.2064285714285714,28.976666666666667,26.44678571428572,23.390238095238097,32.98321428571429
East,1995,JUN,0.2257142857142857,34.56916666666667,6,65,0.2692857142857143,0.2660714285714285,0.0032142857142857,0.2407142857142857,31.96797619047619,28.976666666666667,26.44678571428572,33.792857142857144
